sequence,frame,filename,avg_magnitude,avg_direction,mii,density,dci,cpi,cri,ground_truth,normal_anomaly_score,cpi_plus_anomaly
Test014,119,119.tif,0.2657112181186676,222.8083648681641,0.6398528218269348,0.0528933092224231,0.5593867301940918,0.6792310640478205,0.5789085626602173,1,0.4836220466014379,0.6205483588139057
Test014,120,120.tif,0.2699778378009796,219.7372589111328,0.661568820476532,0.0544356983299649,0.658053994178772,0.7446555873429327,0.6449958682060242,1,0.5296720948285092,0.6801605395886056
Test014,121,121.tif,0.3212674558162689,221.09796142578125,0.7245759963989258,0.0576002552919902,0.69987952709198,0.810657805627177,0.714029848575592,1,0.5893075467478763,0.7442527279633868
Test014,122,122.tif,0.3280648291110992,187.8854217529297,0.7527356743812561,0.0612434847356664,0.684409499168396,0.842204749584198,0.7545701265335083,1,0.6135824835645346,0.773618069778299
Test014,123,123.tif,0.3306718170642853,209.7014617919922,0.7520168423652649,0.0630252100840336,0.630164384841919,0.8150821924209595,0.7783662676811218,1,0.6079299869651253,0.7529365307842092
Test014,124,124.tif,0.346714437007904,184.74073791503903,0.8064212203025818,0.0692213594298478,0.5595682859420776,0.7797841429710388,0.7984768748283386,1,0.6417364316740157,0.7383698295819318
Test014,125,125.tif,0.3658288717269897,222.6698760986328,0.8669551610946655,0.0718274651632805,0.6020506024360657,0.8010253012180328,0.8097508549690247,1,0.6847716734977096,0.7661492129019358
Test014,126,126.tif,0.4058447480201721,196.49810791015625,0.9193667769432068,0.0753377300287203,0.6845887899398804,0.8422943949699402,0.8160780668258667,1,0.7271029503632936,0.8077369615879462
Test014,127,127.tif,0.408219575881958,240.0369110107422,0.8911447525024414,0.0778374640995638,0.6009984612464905,0.8004992306232452,0.8077370524406433,1,0.7094693380150234,0.7731902628407786
Test014,128,128.tif,0.4029784202575683,218.80992126464844,0.864229679107666,0.0821455164344218,0.5430670976638794,0.7715335488319397,0.7990273237228394,1,0.6996572081345885,0.7499706466227344
Test014,129,129.tif,0.4033335447311401,211.5005645751953,0.8571726679801941,0.0820923306031273,0.5425056219100952,0.7712528109550476,0.7973210215568542,1,0.6964344541126242,0.7488073039023205
Test014,130,130.tif,0.4106737077236175,217.0607147216797,0.8711796402931213,0.0840336134453781,0.6103417873382568,0.8051708936691284,0.7981501817703247,1,0.7169431623861745,0.7787025742842422
Test014,131,131.tif,0.4356448054313659,222.85557556152344,0.8696556687355042,0.0847250292522072,0.6780170202255249,0.8390085101127625,0.797493040561676,1,0.7274883363065183,0.8055524579708891
Test014,132,132.tif,0.4351873397827148,207.87713623046875,0.8681126832962036,0.0872779491543452,0.6586387157440186,0.8293193578720093,0.8032569885253906,1,0.7297398561719949,0.7994455073620049
Test014,133,133.tif,0.4179721176624298,210.7231903076172,0.8120976090431213,0.087942772045527,0.5600581169128418,0.7800290584564209,0.8049560785293579,1,0.6940126696834277,0.7542241418245229
Test014,134,134.tif,0.4177281558513641,219.617431640625,0.79290771484375,0.0887937453462397,0.5073049068450928,0.7536524534225464,0.8014360666275024,1,0.6833328483777189,0.7325565719090982
Test014,135,135.tif,0.4004575312137604,231.4111328125,0.7643874287605286,0.092250824380385,0.5862746238708496,0.7931373119354248,0.7990292906761169,1,0.6879717153528578,0.7615876329606547
Test014,136,136.tif,0.393437922000885,226.43479919433597,0.7450298070907593,0.0875970641421125,0.6423094272613525,0.8211547136306763,0.7954586148262024,1,0.6765886583957018,0.7777848970601839
Test014,137,137.tif,0.3681001961231231,215.18788146972656,0.7276182770729065,0.090389320285076,0.6897644996643066,0.8448822498321533,0.7985711693763733,1,0.6836180572332,0.7965029920524672
Test014,138,138.tif,0.3794576525688171,197.0999298095703,0.7071604132652283,0.0861610466971598,0.5505590438842773,0.7752795219421387,0.7976212501525879,1,0.638323516559812,0.7341927203274405
Test014,139,139.tif,0.374906063079834,209.5394744873047,0.6806653141975403,0.0886873736836506,0.4918047189712524,0.7459023594856262,0.7960711717605591,1,0.631583569901395,0.7116067226103568
Test014,140,140.tif,0.3627867698669433,204.9178466796875,0.6682122349739075,0.0904159132007233,0.5600720643997192,0.7800360321998596,0.7934509515762329,1,0.6324365200120111,0.7357561785435051
Test014,141,141.tif,0.370703786611557,201.2626800537109,0.6585971713066101,0.0886075949367088,0.5791216492652893,0.7895608246326447,0.7871321439743042,1,0.6256593086206663,0.7403903698290512
Test014,142,142.tif,0.3598363399505615,219.7388916015625,0.6302695274353027,0.0892458249122433,0.6065823435783386,0.8032911717891693,0.7788139581680298,1,0.6177714782447192,0.7476352637258342
Test014,143,143.tif,0.3662069439888,211.36302185058597,0.6403450965881348,0.0863206041910435,0.5210829973220825,0.7605414986610413,0.7758663892745972,1,0.5970310220849916,0.7114883556882263
Test014,144,144.tif,0.3640176057815552,227.57325744628903,0.6311209201812744,0.0856557812998617,0.5270363688468933,0.7635181844234467,0.7793895602226257,1,0.5908244884462426,0.7117100756302853
Test014,145,145.tif,0.3532089293003082,206.37115478515625,0.6055946350097656,0.0865865333475162,0.5773119926452637,0.7886559963226318,0.7811135649681091,1,0.5896365613498451,0.7289501658307957
Test014,146,146.tif,0.3399791121482849,182.2779998779297,0.57584547996521,0.0865067546005744,0.6953413486480713,0.8476706743240356,0.7927355766296387,1,0.5968402299993684,0.7724215410266354
Test014,147,147.tif,0.339762270450592,203.9505920410156,0.5677708983421326,0.0845654717583235,0.6202915906906128,0.8101457953453064,0.7941064834594727,1,0.5696509561399744,0.7379973435837067
Test014,148,148.tif,0.3459037244319916,193.7956085205078,0.5717936158180237,0.0852834804807999,0.5954194068908691,0.7977097034454346,0.8015400767326355,1,0.5690890506895447,0.7291235076186676
Test014,149,149.tif,0.3700948655605316,229.40948486328125,0.597163200378418,0.0850441442399744,0.5002821087837219,0.750141054391861,0.7988646626472473,1,0.5714093497571067,0.6965215430014347
Test014,150,150.tif,0.351194679737091,221.95704650878903,0.5649144649505615,0.0831294543133709,0.5903621912002563,0.7951810956001282,0.8001696467399597,1,0.5561911819871334,0.7234841215162298
Test014,151,151.tif,0.3446228802204132,211.0709991455078,0.5392048358917236,0.0843527284331454,0.647771418094635,0.8238857090473175,0.7954126596450806,1,0.5574429241364327,0.743952873574052
Test014,152,152.tif,0.3327733278274536,200.17221069335935,0.5335383415222168,0.0844856930113817,0.6193209886550903,0.8096604943275452,0.7953156232833862,1,0.5478331483510925,0.7311122905346092
Test014,153,153.tif,0.3406699001789093,230.4139404296875,0.5195220112800598,0.0883682586958834,0.6487731337547302,0.8243865668773651,0.800650954246521,1,0.5595561357382774,0.7449374375356388
Test014,154,154.tif,0.3376795053482055,201.9420623779297,0.5186147093772888,0.0840602063610254,0.6277061104774475,0.8138530552387238,0.8133934140205383,1,0.5386176469396431,0.7312824327489995
Test014,155,155.tif,0.3411126136779785,226.65663146972656,0.5292853713035583,0.0825710030847782,0.6407992839813232,0.8203996419906616,0.8184370994567871,1,0.5431476863757176,0.7372240553061783
Test014,156,156.tif,0.3484617471694946,205.2134552001953,0.5734192728996277,0.0816402510371237,0.6202584505081177,0.8101292252540588,0.8156857490539551,1,0.5629734413098879,0.7359824900708075
Test014,157,157.tif,0.3293367028236389,216.71519470214844,0.5222902894020081,0.077465163280502,0.6565484404563904,0.8282742202281952,0.8194085359573364,1,0.5232724333091674,0.7367736841524868
Test014,158,158.tif,0.3258268237113952,171.50003051757812,0.5011184215545654,0.0736357834272949,0.7176645994186401,0.8588322997093201,0.8262976408004761,1,0.509140408584999,0.7539247323720237
Test014,159,159.tif,0.3156632483005523,201.5789794921875,0.5031454563140869,0.0753643229443676,0.6926451921463013,0.8463225960731506,0.8327916264533997,1,0.5110365667172032,0.7457367872663663
Test014,160,160.tif,0.3198652863502502,214.74679565429688,0.4842651188373565,0.0744867567280076,0.6320953369140625,0.8160476684570312,0.8319212198257446,1,0.4784008009886488,0.7147536082165165
Test014,161,161.tif,0.3354369401931762,213.34133911132807,0.5493896007537842,0.0739814913307095,0.6075012683868408,0.8037506341934204,0.8306454420089722,1,0.5162448286275685,0.7174988925236648
Test014,162,162.tif,0.2930999100208282,221.9322204589844,0.4420283138751983,0.0754972875226039,0.6970819234848022,0.8111477869985739,0.8272201418876648,1,0.4687520249742152,0.7084290583912662
Test014,163,163.tif,0.304233968257904,199.6754608154297,0.4422307908535003,0.0745931283905967,0.7776279449462891,0.8517143802432743,0.8257964849472046,1,0.4866366181125912,0.7421910516040693
Test014,164,164.tif,0.3195259273052215,212.9647674560547,0.4798805117607116,0.0734762259334113,0.7320734262466431,0.8660367131233215,0.8297394514083862,1,0.49727442120264487,0.7554080255471185
Test014,165,165.tif,0.3100302219390869,196.1469573974609,0.4502207338809967,0.0739814913307095,0.6126917004585266,0.7808313161134406,0.8226960897445679,1,0.4450328730882932,0.6800917832058964
Test014,166,166.tif,0.3068166673183441,207.38145446777344,0.4451971054077148,0.074327199234124,0.5697410106658936,0.752071935823371,0.8123604655265808,1,0.4302499411713516,0.6555253374277651
Test014,167,167.tif,0.2736257016658783,194.99200439453125,0.4119848012924194,0.077172641208382,0.6774758696556091,0.7577830177757003,0.8016874194145203,1,0.4475928601649283,0.6647259704924686
Test014,168,168.tif,0.2808980047702789,180.0082244873047,0.4076278805732727,0.0710828635251569,0.7493636608123779,0.7874095742246431,0.7888264656066895,1,0.4375501618269112,0.6824517505053236
Test014,169,169.tif,0.2887619137763977,178.20289611816406,0.4259992837905884,0.074912243378364,0.8165062665939331,0.8476185856919101,0.7851428389549255,1,0.48638580241252316,0.7392487507080939
Test014,170,170.tif,0.3139455020427704,171.67002868652344,0.4640739262104034,0.0756302521008403,0.6721553802490234,0.8306496619636061,0.7951065301895142,1,0.4789782829856104,0.7251482482702074
Test014,171,171.tif,0.2892216145992279,219.1721649169922,0.4163434505462646,0.0768535262206148,0.6011874079704285,0.7259586323601392,0.7898839116096497,1,0.4276896646748053,0.636477942054539
Test014,172,172.tif,0.2778594195842743,200.02003479003903,0.4141668975353241,0.0784491011594511,0.7342351675033569,0.7893266081316344,0.7961925864219666,1,0.4704659135632896,0.6936683997611308
Test014,173,173.tif,0.2883317172527313,199.70518493652344,0.4271315336227417,0.0798053398574619,0.7474082708358765,0.8147112991567518,0.8016529083251953,1,0.48911981382516134,0.7170338535572747
Test014,174,174.tif,0.2870103120803833,186.4712677001953,0.4212568402290344,0.0805499414955855,0.8186495304107666,0.8418138876848169,0.800491988658905,1,0.5062336357563728,0.7411398121062837
Test014,175,175.tif,0.2783907055854797,201.1223602294922,0.406892865896225,0.0796989681948728,0.66920405626297,0.7462640337188939,0.7836148738861084,1,0.4524067106683264,0.6581068368037236
Test014,176,176.tif,0.2721455097198486,186.99490356445312,0.393571525812149,0.0841931709392617,0.6102150082588196,0.6974541656023603,0.7779139876365662,1,0.4451963253083123,0.6217768135141458
Test014,177,177.tif,0.2786228060722351,199.66720581054688,0.4163259267807007,0.0878895862142325,0.6752660870552063,0.762972563230434,0.7726432085037231,1,0.4954188734440781,0.6827064562945273
Test014,178,178.tif,0.291536420583725,191.52960205078125,0.4442836344242096,0.0854696308903308,0.699608325958252,0.8156811016186087,0.7728371620178223,1,0.5115975836110753,0.7244560462163486
Test014,179,179.tif,0.2721432149410248,203.82725524902344,0.4201946258544922,0.0840070205297308,0.704378604888916,0.7831382618443428,0.761102020740509,1,0.490015182326451,0.6952013379889752
Test014,180,180.tif,0.2838919162750244,194.8108673095703,0.4574122428894043,0.0814275077119455,0.647533655166626,0.8086796581562474,0.7735851407051086,1,0.49148223625050547,0.7135204315845248
Test014,181,181.tif,0.2778571844100952,195.45230102539065,0.4118793904781341,0.0807094989894692,0.5667233467102051,0.702253915362188,0.7745450735092163,1,0.43160441535813954,0.6210590653609734
Test014,182,182.tif,0.2583337426185608,189.89495849609372,0.3847761154174804,0.08148069354324,0.6059032678604126,0.6825453458253596,0.7584596872329712,1,0.4247015521255958,0.6051922077154305
Test014,183,183.tif,0.2752444744110107,205.3819732666016,0.4467659294605255,0.0802308265078183,0.647432804107666,0.7931925568770817,0.7539619207382202,1,0.47880024288158907,0.6988748626784338
Test014,184,184.tif,0.2510085701942444,171.98281860351562,0.394007533788681,0.0790341453036911,0.7409367561340332,0.7634472315004015,0.7500237822532654,1,0.4595743469553709,0.6722853661368924
Test014,185,185.tif,0.2685332298278808,195.7678375244141,0.4060663878917694,0.0783161365812147,0.7340893745422363,0.777508336915481,0.7437894940376282,1,0.463767411445583,0.6833860592745116
Test014,186,186.tif,0.2822227776050567,164.43846130371094,0.4186789691448211,0.0776779066056802,0.6280233860015869,0.7427630183246832,0.7518912553787231,1,0.44103667021936177,0.6522451138930867
Test014,187,187.tif,0.2826118171215057,176.31405639648438,0.4128974676132202,0.075018615040953,0.5767548084259033,0.7087458122870498,0.7571313977241516,1,0.4090772576097672,0.618845245883865
Test014,188,188.tif,0.2620912194252014,168.90396118164062,0.4091086089611053,0.0749654292096585,0.6358239650726318,0.7327867159346866,0.7450502514839172,1,0.42333574122957074,0.6399514235231518
Test014,189,189.tif,0.2583977878093719,181.4267120361328,0.4441433548927307,0.0771194553770875,0.601212739944458,0.7662799095988777,0.7456167936325073,1,0.4508871467711135,0.6716620807505485
Test014,190,190.tif,0.2386791557073593,196.18788146972656,0.4096045792102813,0.0741942346558876,0.5964148044586182,0.713801270187184,0.7328753471374512,1,0.4083802707781541,0.622174970364475
Test014,191,191.tif,0.2503973245620727,186.3314971923828,0.3963898718357086,0.0746463142218912,0.6217606067657471,0.7073134398602225,0.7257854342460632,1,0.40714442367248327,0.6172627350039007
Test014,192,192.tif,0.2572042942047119,208.2708740234375,0.3852141499519348,0.0778374640995638,0.5553013682365417,0.6578795263917198,0.7156121730804443,1,0.3925769473472419,0.5782887526783763
Test014,193,193.tif,0.2711735069751739,223.8631591796875,0.4645149111747741,0.077358791617913,0.55030357837677,0.7703631693964845,0.7231274843215942,1,0.453429280731084,0.6752830027968643
Test014,194,194.tif,0.23737633228302,204.6070098876953,0.3842735886573791,0.077358791617913,0.6153693795204163,0.6865497604498356,0.707181453704834,1,0.40790558523585374,0.602956507885641
Test014,195,195.tif,0.2143342196941375,207.97052001953125,0.3501917719841003,0.0740080842463567,0.7476874589920044,0.7032916985325319,0.7050794959068298,1,0.40361866258516943,0.6133897877483232
Test014,196,196.tif,0.2446395754814148,206.2672119140625,0.3920468091964721,0.0782097649186256,0.7204597592353821,0.7503657705583258,0.713689923286438,1,0.44875759597783804,0.6598833181841794
Test014,197,197.tif,0.2693144381046295,213.5767059326172,0.4079424440860748,0.0781299861716838,0.5403558611869812,0.6833617773608431,0.7187864184379578,1,0.40862623611056303,0.6009411149857591
Test014,198,198.tif,0.2737344801425934,202.6546630859375,0.4346846640110016,0.0759493670886076,0.4536230564117431,0.6787703913735593,0.7004678845405579,1,0.4339931898800172,0.6053372309254966
Test014,199,199.tif,0.2393766194581985,204.39065551757807,0.3826043903827667,0.0739017125837676,0.4426239728927612,0.597756794694999,0.682709276676178,1,0.3842474034935601,0.5337039773345673
Test014,200,200.tif,0.2294476181268692,191.1192779541016,0.3764196336269378,0.0721997659823423,0.4806658029556274,0.6078100905342867,0.663612961769104,1,0.35798540901786613,0.5328626860793605
Test018,1,001.tif,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.999761782286739,0.29992853468602165
Test018,2,002.tif,0.2165552079677581,186.8584899902344,0.3589508235454559,0.0207158812892245,0.635806679725647,0.2021553302044587,0.2021553367376327,0,0.26472182588799875,0.22092527890952068
Test018,3,003.tif,0.2317483723163604,197.21763610839844,0.3836355209350586,0.0156898202318902,0.5449622869491577,0.1418170212621085,0.1719861775636673,0,0.2854009423451678,0.18489219758702627
Test018,4,004.tif,0.2465366423130035,172.7491912841797,0.4076907634735107,0.0089086267418359,0.7171483039855957,0.0763632435272825,0.1401118636131286,0,0.40079613545547343,0.1736931111057398
Test018,5,005.tif,0.2584450244903564,193.79067993164065,0.4127910733222961,0.0072332730560578,0.6905344724655151,0.0532643868450877,0.1183999925851821,0,0.40495736367766166,0.15877227989485987
Test018,6,006.tif,0.2429529577493667,182.2875518798828,0.3940092027187347,0.0053185831294543,0.6788389682769775,0.0263446022048422,0.0999889150261879,0,0.39463105588293446,0.13683053830826988
Test018,7,007.tif,0.2364808470010757,192.57583618164065,0.3776284754276275,0.0043878310817998,0.5369042158126831,0.0125181525207964,0.0620614774525165,0,0.3387769887822516,0.11039580339923295
Test018,8,008.tif,0.2498862743377685,176.4174041748047,0.4138893783092499,0.0031645569620253,0.6563903093338013,0.0,0.0336980745196342,0,0.4147403022947743,0.1244220906884323
Test018,9,009.tif,0.2460668385028839,223.9422912597656,0.4048315286636352,0.0034570790341453,0.5040445327758789,0.0021744953600932,0.0188603289425373,0,0.3680746322433873,0.11194453642508144
Test018,10,010.tif,0.2517329156398773,202.2584686279297,0.4146324098110199,0.0036166365280289,0.5994877219200134,0.0044024493401858,0.0090879406780004,0,0.3959202089803917,0.12185777723224755
Test018,11,011.tif,0.2653129994869232,228.38064575195312,0.4189927875995636,0.0083501755132432,0.6057958006858826,0.0652965620373589,0.016878331080079,0,0.3785119894374973,0.1592611902574004
Test018,12,012.tif,0.2481361031532287,191.3158721923828,0.4214454889297485,0.011461546643974,0.556948721408844,0.1022835855106333,0.034831415861845,0,0.3490283189810486,0.17630700555175788
Test018,13,013.tif,0.2405155003070831,210.9893951416016,0.4039761126041412,0.0068077864057015,0.5536284446716309,0.0425009004896769,0.0433315970003604,0,0.3560188227998937,0.13655627718274194
Test018,14,014.tif,0.2430662810802459,174.49757385253906,0.3933423459529876,0.006169556430167,0.7073361277580261,0.0379620675897674,0.0504891090095043,0,0.3987537657133705,0.14619957702684833
Test018,15,015.tif,0.2155810743570327,184.81097412109372,0.3524442613124847,0.0031645569620253,0.7793447375297546,0.0,0.0496086217463016,0,0.4005985277671007,0.1201795583301302
Test018,16,016.tif,0.2333761304616928,165.83473205566406,0.384562999010086,0.005877034358047,0.7586193084716797,0.0347238178594184,0.0434940718114376,0,0.40839193275529584,0.14682425232818164
Test018,17,017.tif,0.2310283184051513,217.64849853515625,0.3881683945655823,0.008722476332305,0.5973683595657349,0.0653997046271868,0.0361172966659069,0,0.3461304173753371,0.1496189184516319
Test018,18,018.tif,0.2340986281633377,197.5203399658203,0.4037784337997436,0.0073130518029996,0.4928638935089111,0.0463931951524859,0.0368957594037056,0,0.3510692150900714,0.13779600113376153
Test018,19,019.tif,0.2268287390470504,219.3160095214844,0.3644989132881164,0.008429954260185,0.548566460609436,0.0565717593361466,0.0406176932156086,0,0.3084519833085112,0.132135826527856
Test018,20,020.tif,0.203084647655487,190.22659301757807,0.3217785358428955,0.0092277417296032,0.5259770154953003,0.0576573793372982,0.0521491691470146,0,0.2521871393905012,0.1160163073532591
Test018,21,021.tif,0.1957943141460418,206.55426025390625,0.3114456236362457,0.013030528667163,0.5459407567977905,0.0936003914351909,0.0639244839549064,0,0.22575232662188938,0.13324597199120045
Test018,22,022.tif,0.1762800812721252,213.60797119140625,0.2941173017024994,0.0098127858738432,0.5403522253036499,0.0595374935032636,0.0627520456910133,0,0.22449060728589143,0.10902342763805194
Test018,23,023.tif,0.1726131290197372,216.56201171875,0.2945567071437835,0.0122061482820976,0.431700587272644,0.0728922669828012,0.0680518597364425,0,0.23697156767903627,0.1221160571916717
Test018,24,024.tif,0.1839051693677902,181.71263122558597,0.2947923541069031,0.0100255291990213,0.426152229309082,0.0548172296360084,0.0677009522914886,0,0.2525127665232897,0.11412589070219278
Test018,25,025.tif,0.1670019477605819,194.32943725585935,0.2578624486923218,0.011754068716094,0.3234830498695373,0.0532208428798769,0.0668136402964592,0,0.2791499734139389,0.12099958204009548
Test018,26,026.tif,0.1562578231096267,173.82374572753906,0.2442509531974792,0.0125252632698649,0.4990257620811462,0.0691130275116646,0.061916172504425,0,0.22169613624512574,0.11488796013170292
Test018,27,027.tif,0.1643332839012146,195.5357666015625,0.2601488828659057,0.0145729177747048,0.492796242237091,0.0883591150778035,0.0676804929971695,0,0.19348643288880718,0.1198973104211046
Test018,28,028.tif,0.1683390289545059,201.51214599609372,0.2686237692832947,0.0149452185937666,0.5748268365859985,0.1021948958116234,0.073541022837162,0,0.19285006741147293,0.12939144729157825
Test018,29,029.tif,0.184949442744255,189.32376098632807,0.3104214370250702,0.0151313690032975,0.4346147179603576,0.1018457332905278,0.0829467251896858,0,0.23510051271483,0.14182216711781848
Test018,30,030.tif,0.1728038340806961,194.59124755859372,0.2881636619567871,0.0174183597489628,0.4889988303184509,0.1202199820107007,0.0963465496897697,0,0.17348034440672988,0.13619809072950945
Test018,31,031.tif,0.1652920544147491,188.4515838623047,0.2723023891448974,0.0204499521327518,0.477756142616272,0.1373472502182256,0.1099933981895446,0,0.146703990430884,0.14015427228202312
Test018,32,032.tif,0.1676964610815048,203.32876586914065,0.2494372725486755,0.0182427401340282,0.649099588394165,0.1335065738873771,0.1190228909254074,0,0.2235115754355641,0.1605080743518332
Test018,33,033.tif,0.1659430414438247,208.3511657714844,0.2569398581981659,0.0194394213381555,0.6037706136703491,0.1408310297700646,0.126750111579895,0,0.18913681790830605,0.155322766211537
Test018,34,034.tif,0.1854099780321121,188.66049194335935,0.2881158590316772,0.0196521646633336,0.5459697246551514,0.1473727350975189,0.1358555108308792,0,0.15640519621350168,0.15008247343231373
Test018,35,035.tif,0.1661089658737182,192.060791015625,0.26046884059906,0.0221784916498244,0.6001371145248413,0.1657824259361001,0.1449680030345916,0,0.16552262948912388,0.16570448700200724
Test018,36,036.tif,0.1473256349563598,207.61317443847656,0.2269263565540313,0.021939155408999,0.755484402179718,0.1732013534440419,0.1521387994289398,0,0.2662786523602506,0.2011245431189045
Test018,37,037.tif,0.1553028672933578,177.77145385742188,0.2310270965099334,0.0186682267843846,0.7546981573104858,0.144357319820549,0.1543089747428894,0,0.2807519358087891,0.18527570461702103
Test018,38,038.tif,0.1521613597869873,192.5567169189453,0.2343910187482834,0.0175513243271992,0.4642468690872192,0.0986989426031659,0.145882561802864,0,0.21510921465196908,0.13362202421780683
Test018,39,039.tif,0.1636466532945633,190.45867919921875,0.2737786769866943,0.0233485799383044,0.4938024878501892,0.1641027542021364,0.1492285579442978,0,0.11769754078420602,0.1501811901767573
Test018,40,040.tif,0.1731685250997543,192.5464630126953,0.2993963658809662,0.0237740665886607,0.5221799612045288,0.1860580542697464,0.1532836854457855,0,0.13145595405266908,0.16967742420462317
Test018,41,041.tif,0.1574504524469375,190.9058990478516,0.2611283361911773,0.023215615360068,0.6700220108032227,0.1874454510841828,0.1561325043439865,0,0.18735919881572238,0.18741957540364468
Test018,42,042.tif,0.1429544538259506,204.17694091796875,0.2358862161636352,0.0223114562280608,0.6797373294830322,0.1683375985085957,0.1609285622835159,0,0.22530209106865284,0.18542694627661283
Test018,43,043.tif,0.1447852551937103,192.85411071777344,0.2333990782499313,0.0211679608552281,0.6843942403793335,0.1578271536483255,0.1727541983127594,0,0.23685155807829728,0.18153447497731703
Test018,44,044.tif,0.1652968078851699,193.5000762939453,0.2637986242771148,0.027231145622806,0.5946432948112488,0.2109566499546018,0.1821249723434448,0,0.12462509621173956,0.18505718383174313
Test018,45,045.tif,0.1543682366609573,194.29196166992188,0.2610086500644684,0.0284810126582278,0.7239104509353638,0.2487761910778818,0.1946686059236526,0,0.17564015638398034,0.22683538066971135
Test018,46,046.tif,0.161538690328598,203.3760681152344,0.2491974681615829,0.0266992873098606,0.8057736158370972,0.2409864771234691,0.2053768187761306,0,0.2334809011253307,0.23873480432402755
Test018,47,047.tif,0.1346424520015716,192.88059997558597,0.2199493199586868,0.027523667694926,0.8379757404327393,0.2382643777836428,0.2193621695041656,0,0.2717148465102571,0.24829951840162706
Test018,48,048.tif,0.1352103352546692,198.3546905517578,0.2177394181489944,0.0261674289969152,0.778672456741333,0.2117338702676321,0.2301435023546219,0,0.25969422341389314,0.22612197621151042
Test018,49,049.tif,0.1456920951604843,218.98390197753903,0.2271927744150161,0.0247048186363152,0.5938236713409424,0.1685880100989735,0.2216697931289672,0,0.18496523195585268,0.17350117665603726
Test018,50,050.tif,0.1650987118482589,241.9711151123047,0.2506897151470184,0.0276034464418678,0.5028307437896729,0.1865043040424242,0.2092154026031494,0,0.11239438626908771,0.16427132871042327
Test018,51,051.tif,0.1482583284378051,186.07794189453125,0.266309529542923,0.0290660568024678,0.7400819659233093,0.2616915982138269,0.2133564502000808,0,0.17243055881341052,0.234913286393702
Test018,52,052.tif,0.150879293680191,160.14535522460938,0.2550862729549408,0.0303425167535368,0.7651681303977966,0.2728678008280131,0.2202771157026291,0,0.18758079740640443,0.24728169980153047
Test018,53,053.tif,0.133608266711235,179.49659729003906,0.1987582147121429,0.029092649718115,0.6363259553909302,0.1940418692060394,0.2167387306690216,0,0.20654622143077828,0.19779317487346107
Test018,54,054.tif,0.1321396827697754,172.8994140625,0.2087769657373428,0.0324699500053185,0.7984081506729126,0.268409525477291,0.2367030084133148,1,0.23899580930896003,0.25958541062679175
Test018,55,055.tif,0.1388000398874282,219.1641845703125,0.225329965353012,0.0326826933304967,0.70386803150177,0.2583501092188865,0.2510721683502197,1,0.1810404786103358,0.23515722003632128
Test018,56,056.tif,0.1310665905475616,190.25767517089844,0.2254478633403778,0.0361663652802893,0.6663264036178589,0.2782074020407793,0.2543753385543823,1,0.14148398856094146,0.23719037799682796
Test018,57,057.tif,0.1344912052154541,192.1750946044922,0.2134029269218444,0.032124242101904,0.7882702946662903,0.2660617614839685,0.2530141472816467,1,0.23215220355600652,0.2558888941055799
Test018,58,058.tif,0.1241602227091789,173.56517028808594,0.198234349489212,0.0310339325603659,0.7123978137969971,0.2267979814172463,0.2595653533935547,1,0.2254642234462706,0.22639785402595358
Test018,59,059.tif,0.1299953907728195,193.67881774902344,0.1971841901540756,0.0268854377193915,0.7977061867713928,0.2099625278166249,0.2478759288787841,1,0.2837352558902233,0.2320943462387044
Test018,60,060.tif,0.142601653933525,162.30340576171875,0.2178244739770889,0.0302095521753005,0.8500750660896301,0.2660536837715201,0.2494166791439056,1,0.26273270494271983,0.26505739012288
Test018,61,061.tif,0.1382460743188858,199.951171875,0.2230201512575149,0.0286671630677587,0.6263790130615234,0.2043118886966426,0.2346375733613968,1,0.17751443984834936,0.1962726540421546
Test018,62,062.tif,0.15371735394001,164.35987854003906,0.2494870275259018,0.0291458355494096,0.8219138383865356,0.2700071522563486,0.235426664352417,1,0.22446820228662878,0.2563454672654326
Test018,63,063.tif,0.1530364602804184,169.29214477539062,0.2713397741317749,0.0318583129454313,0.8081538081169128,0.3107600160456203,0.2522190511226654,1,0.1768938583591988,0.27060016873969384
Test018,64,064.tif,0.1426077783107757,163.0819549560547,0.2411358803510666,0.0341718966067439,0.8980871438980103,0.3365447371838649,0.2775354981422424,1,0.23264905246748568,0.3053760317689511
Test018,65,065.tif,0.1318707168102264,170.6356964111328,0.2144079357385635,0.0360865865333475,0.8324249982833862,0.31615602382779,0.2875559628009796,1,0.22406378372145863,0.2885283517958906
Test018,66,066.tif,0.1445099860429763,192.60655212402344,0.2449086606502533,0.0347835336666312,0.9253056049346924,0.3537612716184639,0.31744584441185,1,0.23548786084220397,0.31827924838558586
Test018,67,067.tif,0.1440224647521972,194.15530395507807,0.2600860595703125,0.0353153919795766,0.992855429649353,0.3911125711054942,0.3416669368743896,1,0.24223414990218517,0.34644904474450144
Test018,68,068.tif,0.1430076509714126,172.1099853515625,0.2566170394420624,0.0335602595468567,0.8663811683654785,0.3333900428290424,0.3461929261684418,1,0.2067622619452928,0.2954017085639175
Test018,69,069.tif,0.1607436388731002,178.71755981445312,0.2825069427490234,0.0355813211360493,0.8089821338653564,0.360648776408746,0.351013720035553,1,0.15587531460562953,0.299216737867811
